Image	Centroid X µm	Centroid Y µm	Area µm^2
3117.czi	15785.6	11035.8	51.1411
3117.czi	14766.3	13721.5	64.1351
3117.czi	20568.4	8063.1	52.2984
3117.czi	8555	1939.5	109.4311
3117.czi	6709.8	13365.6	35.6218
3117.czi	9117.1	7754	45.7767
3117.czi	3996.6	9410	71.5095
3117.czi	11829	8397.1	66.9129
3117.czi	17409.5	15733.7	99.4704
3117.czi	15084.7	10452.8	53.6003
3117.czi	8405.9	5359.5	53.3642
3117.czi	16593.3	4797.9	44.0086
3117.czi	12841.5	8579.4	40.3174
3117.czi	2863.3	6708.5	46.9317
3117.czi	6478.6	12944.9	47.2658
3117.czi	9128.6	9786.1	51.5822
3117.czi	10179.9	2189	45.2611
3117.czi	14307.3	5864	53.1024
3117.czi	5450.1	6662	40.3372
3117.czi	14032.9	4703.5	54.7066
3117.czi	4572.5	3473.8	43.1888
3117.czi	11004.6	14971.8	55.0548
3117.czi	11361.9	10560.8	41.136
3117.czi	11140.1	14179.7	47.5179
3117.czi	9153.4	8370.9	53.2711
3117.czi	9158.2	12180.9	112.876
3117.czi	15320.8	13771	40.786
3117.czi	5363.3	6805.7	36.208
3117.czi	6890.9	8820	39.4699
3117.czi	7371.4	6521.7	51.181
3117.czi	12899.4	5288.4	38.7327
3117.czi	19357.7	7557.3	50.8036
3117.czi	14588.2	1439.7	54.0648
3117.czi	10372.1	10063.8	34.7614
3117.czi	12610.9	9076.1	40.9205
3117.czi	3910.1	10184.9	118.8499
3117.czi	17415.8	15519	59.173
3117.czi	20652.2	11540.7	98.1221
3117.czi	12825.5	14372.2	44.5503
3117.czi	9259.1	1606.4	61.3045
3117.czi	14055	9896.8	52.871
3117.czi	16575.8	3947.3	50.6113
3117.czi	4997.6	8953.5	45.0798
3117.czi	10174.5	9121.1	47.9307
3117.czi	10320.8	10245.3	51.5885
3117.czi	12137.3	6960.2	34.032
3117.czi	9431.2	9874	74.5469
3117.czi	12293.8	6919.4	43.2977
3117.czi	8648.6	15699.7	72.8084
3117.czi	11745.3	13120.2	46.5274
3117.czi	11852.5	15564.1	80.2619
3117.czi	4153.9	9335.5	45.4439
3117.czi	7400.4	1592.8	43.1761
3117.czi	9181.1	2345.8	56.102
3117.czi	19572.3	9932.2	40.1857
3117.czi	18379.9	3577.4	51.7459
3117.czi	17617.9	6558.9	80.67
3117.czi	3829.6	10238.2	46.6399
3117.czi	11338	5715.8	39.9162
3117.czi	16897.2	1644.9	41.6319
3117.czi	6806.1	12037.6	98.6967
3117.czi	5525.5	4150.2	38.7161
3117.czi	13468.6	12325.2	51.5633
3117.czi	18491.4	15572.2	68.3183
3117.czi	3285.3	2964.1	47.7752
3117.czi	4016	3763.8	84.9343
3117.czi	6729	13937.2	34.8837
3117.czi	3263.1	7022.2	48.1844
3117.czi	3849.9	7700.1	33.6228
3117.czi	7033.8	1821.9	41.2525
3117.czi	14584.9	11766.3	65.5875
3117.czi	7389	7051.5	52.6599
3117.czi	8090.8	14169.8	41.6697
3117.czi	14970.2	9229.6	51.0526
3117.czi	18633.6	14184.3	73.6281
3117.czi	9594.4	2761.2	42.1373
3117.czi	9849.6	9716.1	41.4678
3117.czi	19312.2	8047.8	33.9182
3117.czi	10341.9	12342.8	46.8143
3117.czi	10157.8	11120	42.3907
3117.czi	8317.6	11643.3	45.5761
3117.czi	2912	8052	44.2122
3117.czi	4742.6	10825.3	82.7719
3117.czi	5566.2	6000.8	35.9131
3117.czi	10564.2	7473.9	61.1301
3117.czi	15154.5	8974.8	81.0069
3117.czi	7529.8	3941.5	129.2782
3117.czi	5511.9	12256.4	41.3639
3117.czi	4050	1827.7	36.1554
3117.czi	5326.1	12166.9	44.947
3117.czi	12349.4	1663.2	44.2139
3117.czi	15091.8	12923.2	47.3462
3117.czi	5919.1	2373.4	95.5464
3117.czi	10600.1	14462.5	54.145
3117.czi	18241.5	4716	67.2166
3117.czi	3698	9298.1	56.426
3117.czi	9029.2	2310.6	47.1695
3117.czi	19282.5	7897.6	50.7473
3117.czi	4975.2	11842.5	45.9578
3117.czi	14160	4477.9	37.4335
3117.czi	8821.6	3252.6	48.6457
3117.czi	20628.2	5950.9	50.0837
3117.czi	10457.1	11418.8	51.6445
3117.czi	8928.4	7855.4	72.5652
3117.czi	2784.8	9120	61.9171
3117.czi	17466	15766.5	55.6711
3117.czi	9999.7	11574.6	60.1334
3117.czi	8256.1	11667	43.3247
3117.czi	13935.2	11764.2	81.5514
3117.czi	3843.7	3434.3	37.6292
3117.czi	14240.2	13012.6	57.5327
3117.czi	2907.3	8513.5	59.1028
3117.czi	8899.2	10160.1	69.1963
3117.czi	8243	14289.9	64.2519
3117.czi	18265.5	11813.8	53.5097
3117.czi	9616.5	8914.2	65.675
3117.czi	7849.2	12764	41.6609
3117.czi	17927	13148.2	39.4153
3117.czi	5101.3	2507.6	32.0012
3117.czi	14376.8	14949.9	44.7765
3117.czi	19323.4	7883.1	89.5004
3117.czi	15126.1	15364.7	33.8351
3117.czi	5098.5	3849.9	48.1993
3117.czi	17097.1	7980.7	49.6739
3117.czi	6092.4	10481.6	46.6011
3117.czi	16213.4	14610	70.5339
3117.czi	3174.2	3738.5	31.2201
3117.czi	14177	10197.4	49.956
3117.czi	11533.9	15056.2	47.428
3117.czi	8753.5	1901.4	53.7012
3117.czi	10859.8	15621.1	58.5663
3117.czi	17427.2	15568.7	58.8126
3117.czi	3589.2	8741.2	55.6762
3117.czi	3799	3282.9	48.7026
3117.czi	15997.2	11627	52.3261
3117.czi	8399.4	15444.8	63.9551
3117.czi	9349.7	3815.5	67.4545
3117.czi	6300.1	2224	72.9623
3117.czi	10770.5	12699.3	46.7479
3117.czi	15680.3	6356	69.2153
3117.czi	3635.3	3521.9	38.5585
3117.czi	17892.1	15910.2	39.2713
3117.czi	17429	15688.9	101.4275
3117.czi	19441.4	3502.3	39.8757
3117.czi	6589.2	4513.6	40.0039
3117.czi	19826.6	2884.2	50.415
3117.czi	9486.3	14069.4	33.606
3117.czi	7882.5	6313.3	118.9048
3117.czi	4759.8	5729.8	70.3717
3117.czi	11902.3	7122.8	32.9693
3117.czi	17990.8	5710.2	48.4042
3117.czi	9868.8	9696.4	57.8292
3117.czi	6321.5	3956.5	74.7224
3117.czi	17913.6	16008	48.7739
3117.czi	5526.5	6513.7	62.8816
3117.czi	10566.9	5266.6	65.9139
3117.czi	4326.5	8575.3	100.1791
3117.czi	9476.9	1494	56.8145
3117.czi	11959.8	3703.7	96.7026
3117.czi	13033	12366.4	39.0494
3117.czi	8345.4	8161	182.9917
3117.czi	12803.4	6286.1	57.8006
3117.czi	4634.2	12097.7	40.9626
3117.czi	9217.4	5448	79.7248
3117.czi	16805.5	7507	57.325
3117.czi	8103.9	13274.8	37.5597
3117.czi	10613.3	12828.6	36.7876
3117.czi	10440.1	14333	95.6211
3117.czi	8365	3021.8	58.6878
3117.czi	18202	3405.4	46.7085
3117.czi	9082.9	5976.1	47.0488
3117.czi	11447.2	13178.2	39.2243
3117.czi	10578.4	15626.5	132.8347
3117.czi	6897.8	2289	42.1574
3117.czi	4023.2	5745.3	43.0506
3117.czi	11603.8	14497	35.1655
3117.czi	15329.2	11730.1	39.4275
3117.czi	10062.9	8660.4	40.4374
3117.czi	15428	12041	89.2386
3117.czi	5664.9	6048.4	82.7225
3117.czi	8492.6	14296.3	75.143
3117.czi	10793.5	7955.5	53.8081
3117.czi	13153.6	2862.4	92.1366
3117.czi	15732.9	8461.7	80.3759
3117.czi	5353.4	7243.9	41.8489
3117.czi	5259	3913	34.2667
3117.czi	6406.3	6094.8	33.4337
3117.czi	11601	9181.9	55.8331
3117.czi	5770.4	11159	47.0124
3117.czi	8438.6	13612.5	37.5484
3117.czi	9700.6	7210.3	99.1559
3117.czi	16467	14607.6	61.1383
3117.czi	19779.8	11566.6	37.0523
3117.czi	4578.4	11800.4	58.4881
3117.czi	2947.2	9238.4	29.7468
3117.czi	16755.3	2852.2	50.7734
3117.czi	6337.7	5172.5	47.4771
3117.czi	14674.4	5095.7	45.4138
3117.czi	8548.9	4488.3	70.5432
3117.czi	8143.8	12085.1	35.8151
3117.czi	11401.3	14253.2	54.8093
3117.czi	10799.7	15730	103.5049
3117.czi	17200.3	8542.3	34.158
3117.czi	4290.3	8592.7	63.4686
3117.czi	18212.1	13720.9	38.4375
3117.czi	9829.9	9927.4	38.7817
3117.czi	13216.1	11902.7	73.1354
3117.czi	14168.2	8028.8	99.0867
3117.czi	2823.1	9197.5	40.8982
3117.czi	20006.7	13211.5	57.491
3117.czi	15552.4	13700.2	80.9604
3117.czi	15650.2	15257.4	36.9088
3117.czi	12822	1901.6	48.1446
3117.czi	5429.3	12182.1	58.3701
3117.czi	16383.8	15187.9	70.311
3117.czi	5444.9	7548.7	49.9362
3117.czi	9182.7	12712.8	56.0395
3117.czi	8295.1	3729.4	55.8571
3117.czi	5039.9	10701	47.555
3117.czi	2928.7	6808.8	36.5425
3117.czi	3108.7	3223.8	70.5729
3117.czi	3046.1	6573.1	33.0838
3117.czi	13541.6	6206	44.324
3117.czi	3815.1	8988.1	44.2865
3117.czi	11843.8	14134.3	84.0035
3117.czi	4772.6	6243.1	42.0783
3117.czi	15889.1	13713.5	45.0597
3117.czi	4535.4	12575.4	143.2866
3117.czi	11789.1	14497.8	45.1385
3117.czi	3474.2	7106.5	41.6984
3117.czi	5259.2	9740.7	41.2168
3117.czi	20846	9931.7	42.6992
3117.czi	7718.1	2068.5	57.862
3117.czi	10642.5	13340	51.6022
3117.czi	17375	15514	60.2627
3117.czi	16353.8	10404.8	64.7498
3117.czi	8228.6	13817.4	73.2259
3117.czi	13912.3	6017.2	35.0556
3117.czi	17596.4	7670.3	30.7442
3117.czi	9196.6	2000	55.2146
3117.czi	8010.2	7023.9	47.4927
3117.czi	10406.2	4952.2	44.2518
3117.czi	12483.4	9182.5	27.2577
3117.czi	16644.4	12357.3	33.6017
3117.czi	7759.7	8972.2	40.9043
3117.czi	11942.7	3331.6	83.488
3117.czi	4758.9	5820.6	43.0002
3117.czi	13225.6	4564.4	55.5972
3117.czi	13350.1	10725.8	33.2989
3117.czi	3813.6	5867.2	29.4441
3117.czi	9762.1	7050.9	54.3663
3117.czi	3399.9	3421.7	48.3164
3117.czi	16080.9	13085.4	35.2931
3117.czi	13296.2	16080.5	60.2887
3117.czi	9353	3400	55.0092
3117.czi	13872.4	9793.5	54.1424
3117.czi	7249.8	12026.5	61.0716
3117.czi	12593.6	7955.3	29.2287
3117.czi	16253.1	14701.2	53.6725
3117.czi	10136.4	9626.7	33.6863
3117.czi	14345.7	11520.1	40.521
3117.czi	8080.7	9721.9	43.1683
3117.czi	11567.9	13112.2	39.5032
3117.czi	11136.3	15756	86.8727
3117.czi	8516.1	15344.4	75.0933
3117.czi	5867	10700.8	44.2665
3117.czi	10723.6	15875.4	63.534
3117.czi	10712.8	9701.3	55.3982
3117.czi	9822.2	16029.6	55.6565
3117.czi	10039.8	9436	48.8386
3117.czi	18260.2	3516.6	78.6808
3117.czi	8683.1	13233.5	54.145
3117.czi	16396.3	13956.8	82.652
3117.czi	5787.1	2577.7	48.946
3117.czi	13618.4	12718.4	49.3264
3117.czi	7316.8	3656.6	42.6676
3117.czi	20003.1	12557.4	55.0861
3117.czi	11622.4	11317.2	30.94
3117.czi	17824.9	11756.2	77.8065
3117.czi	3717.5	2008.6	168.4599
3117.czi	13251.9	8233.9	45.152
3117.czi	7686.1	7732.5	59.9468
3117.czi	15885.1	1892.9	33.3904
3117.czi	6670.2	8074.7	43.0513
3117.czi	3274	8857.4	44.3967
3117.czi	6143.3	8131.9	46.3211
3117.czi	10806.9	11645	52.7101
3117.czi	10041.3	2794.3	40.6613
3117.czi	4909.2	9205.3	83.4891
3117.czi	5998.9	1822	29.9425
3117.czi	3568.5	3393.4	64.1788
3117.czi	15853.7	9337	31.769
3117.czi	20559.5	3704.1	33.4787
3117.czi	19166.1	6855	83.3689
3117.czi	8390.3	7191.2	36.703
3117.czi	14924.3	10343.6	34.9253
3117.czi	14771.9	2394.9	66.4984
3117.czi	8507.9	3795.4	44.0775
3117.czi	16242.1	9719.5	58.6988
3117.czi	6767.6	12007.2	66.2599
3117.czi	12636.3	6943.3	62.1719
3117.czi	7122.9	2187.4	36.4884
3117.czi	13893.4	5892.6	100.6655
3117.czi	15791.9	15292.2	49.5103
3117.czi	12454.3	4314.5	38.0749
3117.czi	5622.6	2218.1	51.0205
3117.czi	4696.2	11259.9	39.9862
3117.czi	15901.5	8475.4	44.3204
3117.czi	9566	9955.2	38.3975
3117.czi	12756.3	7819.3	53.2286
3117.czi	9487.3	4726.7	54.5126
3117.czi	5799.6	11036.1	46.2346
3117.czi	14547.2	10672.4	40.3817
3117.czi	3296.7	9455.8	39.9654
3117.czi	11034.9	11607.2	41.8023
3117.czi	14586.3	12002.2	90.5465
3117.czi	14091.4	9498.1	50.988
3117.czi	8636.5	15717.4	70.8459
3117.czi	8142.1	7953.3	47.5878
3117.czi	14690.4	15451.9	35.3316
3117.czi	13942.4	8447.2	34.4088
3117.czi	14271.3	2498.2	78.5894
3117.czi	10061.7	6686.6	27.3962
3117.czi	11439.2	14153.9	64.933
3117.czi	17420.7	7578.4	79.661
3117.czi	10237.9	10803.9	39.9946
3117.czi	4549.7	2560.5	33.5643
3117.czi	10467.3	11516.9	49.7333
3117.czi	12616	14413.2	45.7122
3117.czi	14012	6358.3	38.8569
3117.czi	14247.3	15591.4	80.4095
3117.czi	10803	13619.3	60.7725
3117.czi	10778.8	2859.9	122.5937
3117.czi	4101.4	6923.1	52.0453
3117.czi	19988.7	4955.6	75.7288
3117.czi	6708.4	3300	63.4084
3117.czi	20486.4	6052.4	61.0858
3117.czi	5578.9	6747.4	64.1014
3117.czi	12478.4	4867	98.7347
3117.czi	14063	10691.4	40.4687
3117.czi	20439.6	13140.7	52.6011
3117.czi	10284.3	9968.8	55.0726
3117.czi	14773.6	11893.8	107.4653
3117.czi	3829.1	3353.4	30.9167
3117.czi	16050.8	11495.4	68.2673
3117.czi	5911.6	4751.6	78.0427
3117.czi	6029.7	7089.9	34.1502
3117.czi	16656.1	11757	75.4937
3117.czi	8341.9	11915.1	57.2991
3117.czi	11059.5	12610.4	50.2116
3117.czi	12973.6	13086.7	48.4659
3117.czi	8079.5	8048.7	51.6363
3117.czi	16909.9	4107.7	59.6684
3117.czi	13622.2	12161.9	54.6796
3117.czi	13953.3	14980	61.6672
3117.czi	18746	12171.3	32.1756
3117.czi	12038.8	11668.4	54.2276
3117.czi	10302.2	4831.6	37.3551
3117.czi	18547.6	1772.1	49.0959
3117.czi	10084.3	2706.8	55.9145
3117.czi	18912.9	4340.2	27.6328
3117.czi	19165.8	13616.3	38.0986
3117.czi	10098.2	1396.9	37.0774
3117.czi	14046	11870	45.1724
3117.czi	10748.7	8502.7	44.0893
3117.czi	8068.2	3230.9	59.6703
3117.czi	8211.3	5434.5	40.6895
3117.czi	11725.7	14414.3	42.9619
3117.czi	12865.3	11389.8	49.7379
3117.czi	16205.8	15315.8	37.5506
3117.czi	13061.7	12468.1	43.3573
3117.czi	6174.3	13226.3	59.5363
3117.czi	12657.6	3991.9	57.6606
3117.czi	6267.4	10907.7	38.1386
3117.czi	10009.9	2915.3	88.6331
3117.czi	5918.1	1695.1	39.9339
3117.czi	3339.1	10549.1	39.8287
3117.czi	7176.4	2450.4	42.0731
3117.czi	14075.7	2190.6	38.7914
3117.czi	9840.5	15661.6	41.1617
3117.czi	5501.1	9544.1	26.636
3117.czi	19423.9	7585	50.0417
3117.czi	12610.3	8777.2	33.4533
3117.czi	19155.1	8090.2	37.1957
3117.czi	13199.9	3315.1	54.9794
3117.czi	14125.7	2733.3	38.7978
3117.czi	8605	1889.6	67.2819
3117.czi	12614.1	8955.4	51.7908
3117.czi	6858.8	12942.9	62.0538
3117.czi	8399.6	3795.5	58.6126
3117.czi	19855.6	12085.2	47.8215
3117.czi	13500.5	11632.4	30.961
3117.czi	16658.3	12783.6	40.6889
3117.czi	18084.6	12152.3	45.9852
3117.czi	14514.4	9570.1	48.5441
3117.czi	7445.8	6159.8	44.3608
3117.czi	13822.7	10231.3	43.0332
3117.czi	15067.2	1622.8	41.1147
3117.czi	5845	5171.4	34.7484
3117.czi	19457.5	7548.7	46.3913
3117.czi	13401.9	6512.7	45.2828
3117.czi	8861.7	9728.8	40.2594
3117.czi	15191.1	6476.9	130.7145
3117.czi	10339	3946.7	40.3421
3117.czi	20318.9	11327.2	67.9318
3117.czi	20341.2	6079.9	73.6967
3117.czi	6439.5	9234	42.7248
3117.czi	3310.2	5616.1	72.8002
3117.czi	2807.9	5404.9	108.8987
3117.czi	15095.1	5542.2	39.0143
3117.czi	10231.9	2325.3	43.0443
3117.czi	18173.9	2907.1	36.0044
3117.czi	19696.9	2663.6	45.4217
3117.czi	5382.9	8932.4	40.3404
3117.czi	11679.4	12118.3	32.1413
3117.czi	8786.2	12658.4	41.1687
3117.czi	14077.2	1901.1	52.687
3117.czi	7572.6	5454.5	65.072
3117.czi	4784.7	10993.8	45.2651
3117.czi	13370.1	14263.1	91.734
3117.czi	19127.1	9956.8	37.6924
3117.czi	12465.1	9121.6	71.502
3117.czi	11551.7	8480.9	87.8003
3117.czi	9447.1	8369.1	48.4151
3117.czi	7268.3	14117.7	69.4462
3117.czi	10178	10621.2	72.9075
3117.czi	20568.9	13298.6	114.285
3117.czi	8404.2	11811.4	33.1223
3117.czi	5571.6	9641.8	58.7363
3117.czi	8635.3	14901.5	60.3479
3117.czi	18556	6146.4	99.0472
3117.czi	19062.4	11778.7	102.2948
3117.czi	9457.3	9045.2	38.2526
3117.czi	6634.2	1479	52.6104
3117.czi	5649.2	5510.9	58.6526
3117.czi	14451.2	12401.5	29.5937
3117.czi	12535.2	8824.3	53.1083
3117.czi	10360	12222.4	55.5723
3117.czi	20452.8	4903.5	60.5815
3117.czi	11616.2	4728.1	52.7967
3117.czi	9395.2	14524.8	34.476
3117.czi	13295.7	14320.6	39.3698
3117.czi	10049.1	12954.4	106.6383
3117.czi	10227	6421.3	46.8002
3117.czi	9838	12699	39.943
3117.czi	18248.9	3817.7	47.5609
3117.czi	15824.7	15445.4	53.1473
3117.czi	7962	3788.3	55.7231
3117.czi	5399.9	7365.4	35.966
3117.czi	4764.1	11083.3	82.4029
3117.czi	7590	11292.3	58.9998
3117.czi	12353.9	4572.6	32.2853
3117.czi	9220.9	10309.8	50.3698
3117.czi	17317.5	10396.7	65.5417
3117.czi	10295.9	11044.9	44.7169
3117.czi	12020.1	3307.8	62.9222
3117.czi	9559.7	1881.8	52.1835
3117.czi	12045.7	3921.4	78.1653
3117.czi	8536.7	12356	74.5721
3117.czi	10084.5	14334.5	50.6518
3117.czi	11191.9	1775.2	72.0006
3117.czi	5496.9	8649.6	37.4914
3117.czi	13785.1	14141.4	32.8248
3117.czi	6293	5333.7	86.2677
3117.czi	20369.3	4360.4	61.3255
3117.czi	12847.5	3915.3	53.7488
3117.czi	7209.1	3326.5	30.8033
3117.czi	12501	9063.2	38.5096
3117.czi	14158.8	15194.8	43.7002
3117.czi	7961.6	4856.7	43.7186
3117.czi	11583.2	6992.6	55.5875
3117.czi	11406.2	14211.8	87.6248
3117.czi	10040.9	13248.4	45.6215
3117.czi	15434.1	15785.5	38.4544
3117.czi	12301.7	9185.9	43.9403
3117.czi	10716.2	5482.3	59.2562
3117.czi	11112.4	15259.6	39.6309
3117.czi	14971.4	2923.4	52.3791
3117.czi	3103.8	7107.6	66.224
3117.czi	5452.7	10097.3	67.8685
3117.czi	9650.1	13658.9	37.9517
3117.czi	16901.8	10158.8	33.2328
3117.czi	12004.1	12122.1	72.7772
3117.czi	6087.4	7747.5	58.3714
3117.czi	15364	11035.2	36.0595
3117.czi	11362.4	12693.3	71.397
3117.czi	11141.4	14113.8	48.9322
3117.czi	4618.1	11622.5	55.2358
3117.czi	2961.9	9263.6	39.0288
3117.czi	9296.4	3046.6	45.8904
3117.czi	6439.4	10464.1	36.324
3117.czi	11077.1	13574.9	34.4106
3117.czi	12406.7	11084.8	39.3728
3117.czi	17441.3	15832.9	98.8059
3117.czi	7741.2	6737.3	60.1436
3117.czi	18878	10513.8	34.9903
3117.czi	11384.6	14591.1	47.0351
3117.czi	13718	15047	59.6862
3117.czi	16167	14327.9	30.9078
3117.czi	18392.8	3575.1	47.8338
3117.czi	4645.6	2454.4	32.2304
3117.czi	12279.3	8040.8	29.0871
3117.czi	11422.7	11782.3	52.465
3117.czi	4289.5	6448.4	56.1818
3117.czi	5022	6966	70.888
3117.czi	8392.7	14201.3	46.288
3117.czi	6578.5	2060.8	44.0719
3117.czi	12397.8	9545.7	87.5167
3117.czi	9205.9	2229.2	27.2591
3117.czi	19033.3	4720.9	36.1968
3117.czi	17189.1	13524	39.1085
3117.czi	15971.8	12794.5	55.6757
3117.czi	3659.4	10302.7	56.2865
3117.czi	5092.1	6430.6	35.2125
3117.czi	14350.2	10629.8	42.6043
3117.czi	13761.4	16084.7	47.2657
3117.czi	6572	8158.6	108.0248
3117.czi	9806.1	15257.2	75.7943
3117.czi	11184.4	4769.5	72.1848
3117.czi	14806.3	9249.9	26.6888
3117.czi	9765.8	9612.9	31.5993
3117.czi	10452.2	10287.6	38.125
3117.czi	5908	7473.3	33.6235
3117.czi	4821.8	2537.5	29.3099
3117.czi	10514	6480.9	37.2424
3117.czi	9769.6	1981.9	35.0692
3117.czi	9828.6	9916.7	32.5245
3117.czi	17674.4	5896.2	34.8582
3117.czi	18910.6	8702.8	110.3476
3117.czi	5330.1	9195.5	43.9993
3117.czi	4721.6	4377.3	42.6355
3117.czi	9437.5	8099.1	166.6147
3117.czi	14513.4	12657.7	29.7576
3117.czi	5539.3	3081.5	38.0846
3117.czi	15206	10368.9	98.0391
