Image	Centroid X µm	Centroid Y µm	Area µm^2
3139.czi	9542.9	18562.1	52.6696
3139.czi	19069.9	10774.3	59.7505
3139.czi	11443.6	15380.2	122.4174
3139.czi	10807.1	14778.8	68.0812
3139.czi	16787.3	13382.1	37.6576
3139.czi	16988.2	11856	47.6921
3139.czi	9274.6	15462.4	55.1001
3139.czi	15371	19037.6	105.6163
3139.czi	9519.9	18708.2	46.9162
3139.czi	16947.2	13412.4	62.5076
3139.czi	17831.5	17958.3	43.283
3139.czi	28950.3	6406.5	44.076
3139.czi	15461.1	11277.5	84.0076
3139.czi	11702.1	9456.3	41.4084
3139.czi	11144.5	14791.2	119.1283
3139.czi	9512.2	16944.2	68.8169
3139.czi	9363.4	18188.8	36.9559
3139.czi	11367.8	18626.3	57.0193
3139.czi	28554.4	12724.9	37.7072
3139.czi	13624.3	17425.1	63.3503
3139.czi	9001.1	7779.8	56.2518
3139.czi	25106.8	4949.8	67.447
3139.czi	12760.8	13457.3	55.6134
3139.czi	24307.9	18025	59.6241
3139.czi	28634	6520.3	34.2584
3139.czi	15120.8	14924.9	41.1413
3139.czi	12190.4	19136.2	68.1192
3139.czi	12087.3	9522.4	37.9481
3139.czi	8202.9	15067.5	44.0658
3139.czi	14315.7	12790.9	45.5681
3139.czi	7440.1	17126.5	40.3717
3139.czi	17218.8	10070.8	56.8275
3139.czi	20463.3	5608.1	57.8125
3139.czi	16803.7	5843.4	45.8676
3139.czi	5659.8	7081.6	54.2723
3139.czi	21405.8	8860.9	86.0863
3139.czi	10729.6	17453.5	46.9627
3139.czi	7277.9	8806.2	120.0447
3139.czi	19674.1	11676.5	41.4835
3139.czi	25358.9	17547.4	58.1989
3139.czi	6429.3	15839.5	48.4399
3139.czi	10920.5	15591.6	61.7943
3139.czi	19124.4	12296.3	41.2012
3139.czi	17929.2	9546.4	65.9228
3139.czi	19192.3	5260.6	107.0558
3139.czi	14246.1	9093.1	29.5237
3139.czi	11967.6	12021.2	35.594
3139.czi	9376.4	15097.1	40.6377
3139.czi	11271.8	14120.7	108.8899
3139.czi	17348.5	11950.7	59.842
3139.czi	10298.6	18250.6	53.4819
3139.czi	27062	11932.6	34.2382
3139.czi	18995.6	5624.4	34.7461
3139.czi	16869.6	8878.8	137.5424
3139.czi	11358.9	13581.4	73.1785
3139.czi	15906.2	11387.9	30.007
3139.czi	17556.1	13001.9	54.9595
3139.czi	29225.1	7811.2	28.6641
3139.czi	27097.5	8636.2	33.9128
3139.czi	14801.4	13828.9	66.7519
3139.czi	6960.2	14759.3	54.443
3139.czi	14178.2	6543.9	49.1386
3139.czi	15356.1	19017.9	55.0265
3139.czi	24030.2	6390.3	40.9833
3139.czi	13758.5	13096.4	171.0377
3139.czi	26346.4	6558.2	95.8982
3139.czi	10353.2	16060.2	84.4766
3139.czi	8977.3	18644.3	77.6762
3139.czi	10839.9	12686.5	52.1006
3139.czi	18284.1	8635.1	32.8128
3139.czi	10428.2	10554.9	41.0429
3139.czi	12759	8930	35.8725
3139.czi	17749.7	5212.2	41.4782
3139.czi	16180.7	4963.2	122.7037
3139.czi	19221.4	8582.3	140.3728
3139.czi	6484.3	9795.7	39.1839
3139.czi	20956	17391.4	114.7863
3139.czi	15739.3	13698.4	36.5132
3139.czi	9621.9	10404.6	38.9016
3139.czi	16011.7	19199.9	54.3215
3139.czi	15112.3	9367.6	42.9757
3139.czi	8680.2	19147.8	78.0209
3139.czi	9671.8	16728.8	79.2679
3139.czi	16682.7	7285	45.0415
3139.czi	23326.4	19030.7	58.8765
3139.czi	12811.4	15995.3	47.0373
3139.czi	13602.1	16896.1	89.8629
3139.czi	13117.6	17977	81.6273
3139.czi	12200	17744.2	35.0998
3139.czi	28149.7	14276.1	38.7143
3139.czi	12467.8	15941.8	47.9958
3139.czi	20226.9	7325.5	36.0742
3139.czi	11536.6	20163.8	57.8941
3139.czi	11835.2	12948.9	68.4768
3139.czi	7162.5	15215.9	47.4204
3139.czi	12090.5	17295.8	53.0135
3139.czi	27164.4	12599.9	40.9238
3139.czi	14434.3	12386.6	108.4201
3139.czi	9241	19465.4	118.8459
3139.czi	6034.8	5759.5	46.7602
3139.czi	28194.1	7088.8	55.7379
3139.czi	13309.8	17653	31.1967
3139.czi	15245.2	13721.5	73.9712
3139.czi	14649.7	11936.4	106.8473
3139.czi	10318.1	14115.8	48.7193
3139.czi	17355.5	18803.3	118.2481
3139.czi	19130.9	11478.7	63.1715
3139.czi	10081.5	15210.1	85.806
3139.czi	10890.9	11907.6	71.629
3139.czi	19386.1	12914.2	41.2679
3139.czi	18838.2	15252.3	42.1271
3139.czi	10382.5	11970.7	71.9489
3139.czi	29965.6	11275.7	43.2744
3139.czi	17827.9	11729.5	35.9921
3139.czi	28597.1	7941.2	51.3419
3139.czi	13405.9	13924.3	34.515
3139.czi	10424.5	12644.8	71.7331
3139.czi	20747.4	7190.6	49.2726
3139.czi	18410.5	12538	50.0444
3139.czi	9613.7	13609.5	35.7156
3139.czi	12651.3	18016.1	84.0762
3139.czi	17371.5	17101.9	61.6596
3139.czi	18565.2	12956.3	46.642
3139.czi	19187.6	20009.9	75.3438
3139.czi	8021.1	6179.6	43.8373
3139.czi	5611.3	12182	34.414
3139.czi	15583.6	17346.3	111.4172
3139.czi	15825.4	12203.6	63.0465
3139.czi	19902.7	6927.9	49.5172
3139.czi	8132.2	15633.7	48.2147
3139.czi	9048.5	5498.8	42.8016
3139.czi	13401.9	14113	32.749
3139.czi	11163.9	11645.3	29.9642
3139.czi	8931.8	16806.6	113.986
3139.czi	14013.6	7812	49.3613
3139.czi	19132.3	10976.9	32.5671
3139.czi	13743.1	13111.2	72.9676
3139.czi	14434.4	11626.4	73.7331
3139.czi	7417.7	15576.7	48.5517
3139.czi	5621.4	19743	81.6367
3139.czi	16946.9	17526.3	49.1618
3139.czi	25461.3	5686.3	27.6724
3139.czi	13229.7	16245.9	37.6701
3139.czi	9696.4	7459.3	49.0104
3139.czi	9602	14842.7	43.6844
3139.czi	26096.6	16311.7	74.4997
3139.czi	10380.1	14337.6	75.3583
3139.czi	10664.9	8944	35.6243
3139.czi	9697.2	17308.5	80.0077
3139.czi	27052.9	7947	59.2822
3139.czi	6637.5	16870.3	88.7277
3139.czi	17140.7	11438.3	75.7118
3139.czi	20603.4	18696	111.1798
3139.czi	10002.7	18837.9	51.7247
3139.czi	17120.5	17058.7	86.5833
3139.czi	10735	14212.9	52.3249
3139.czi	12914.2	11135	28.2756
3139.czi	14794.9	18101.7	43.5083
3139.czi	27620.2	12759.3	61.42
3139.czi	28561.7	9767.2	38.3294
3139.czi	12866.8	13607.3	88.4693
3139.czi	25675.6	18095.4	66.2904
3139.czi	6628.2	9700.5	93.5359
3139.czi	12336.3	14633.6	48.1172
3139.czi	12713.1	8598.4	50.4496
3139.czi	10312	11111	46.6396
3139.czi	17514.5	14370.5	50.4302
3139.czi	14900.4	20149.7	49.9621
3139.czi	8531.5	12539.5	76.3881
3139.czi	26677.7	9384.5	48.8019
3139.czi	15323.1	18065.3	37.1655
3139.czi	17826	13686	61.917
3139.czi	13005.1	11984.1	63.0475
3139.czi	8371.2	12740.6	47.9538
3139.czi	6783.1	16511	151.5414
3139.czi	18770.1	14653.2	30.446
3139.czi	9275.2	13339.1	32.5843
3139.czi	25135.9	7363.9	32.2575
3139.czi	16470	7903.4	40.8755
3139.czi	9257.1	15583.2	47.3282
3139.czi	13909.8	16795.5	57.7193
3139.czi	15799.5	11947.4	67.166
3139.czi	18427.7	9487.3	82.8377
3139.czi	26610.1	9371.4	29.0163
3139.czi	10848.8	14373.9	83.649
3139.czi	12825.2	8353	82.0508
3139.czi	12036.9	13829.2	48.9957
3139.czi	28469.1	9857.1	33.4087
3139.czi	12944.3	5253	32.1227
3139.czi	9134.6	14943.8	49.4049
3139.czi	12964.4	11029.1	29.5594
3139.czi	28286.3	5027.9	56.2754
3139.czi	18165.3	10196.1	41.8775
3139.czi	29072.2	6284.8	50.44
3139.czi	11411.2	14651.4	64.2901
3139.czi	14983	13702.6	37.2392
3139.czi	7368.5	10632	79.6641
3139.czi	16696.1	17691.6	34.7405
3139.czi	15407.9	19144.6	41.829
3139.czi	28645	11953.6	36.2106
3139.czi	16951.1	11921.1	40.2653
3139.czi	14715.3	17560.5	34.2153
3139.czi	8764.7	8938	31.048
3139.czi	12519.4	12781.6	91.5788
3139.czi	17181.1	17145.7	100.6598
3139.czi	15388.3	4969.9	44.0381
3139.czi	15236.3	11671.1	76.079
3139.czi	20651	7143.3	44.0589
3139.czi	17664.5	9932.8	62.8229
3139.czi	15041	10211.1	97.2872
3139.czi	20118.4	11759.6	73.6984
3139.czi	17488	14408.3	65.6341
3139.czi	14426.2	18120.1	36.8552
3139.czi	10376	17973.3	56.903
3139.czi	13840.1	8388.6	34.9021
3139.czi	12383.1	12366.5	52.5483
3139.czi	18180	14884.7	38.8077
3139.czi	13240.7	8884.1	41.2961
3139.czi	16967.1	17246	60.5183
3139.czi	29898.9	11138	36.027
3139.czi	7847	15486.9	68.3832
3139.czi	28648	11964.8	41.9239
3139.czi	12598.7	12529.9	49.9098
3139.czi	7092.9	19712.7	42.7419
3139.czi	12148.3	18248	67.3978
3139.czi	6693.4	19117	43.2635
3139.czi	18930	9713.6	27.3477
3139.czi	17647.4	17166.2	59.7535
3139.czi	12175	7674.6	47.7585
3139.czi	12427.8	14483.3	36.6445
3139.czi	8268.7	15872.7	88.2905
3139.czi	9244.3	9941.8	37.3541
3139.czi	25027	13798.2	62.2927
3139.czi	17832.7	9449.7	42.8902
3139.czi	22317.2	4953.6	101.204
3139.czi	14410.6	12403.9	74.4452
3139.czi	9151.1	18652.8	48.4076
3139.czi	14274.8	13315.6	41.7169
3139.czi	13952.1	19310.4	63.8248
3139.czi	23775.5	6981.9	101.5019
3139.czi	5783.4	19676.5	47.6644
3139.czi	10975.3	13264.4	60.3409
3139.czi	17612.8	16953.9	53.3426
3139.czi	18074.1	11670.6	98.2114
3139.czi	12790.3	10177.4	34.154
3139.czi	25802.2	5709.7	36.5165
3139.czi	16988.1	13771.3	75.2125
3139.czi	23162.7	12806.4	282.8103
3139.czi	12616.3	9867.6	24.2146
3139.czi	15748	19493	32.1016
3139.czi	17605.7	9516.8	71.7995
3139.czi	27482.1	19954	33.7468
3139.czi	16941	18763.1	31.57
3139.czi	9663.3	16782.9	64.1081
3139.czi	24904.2	6480.4	33.5067
3139.czi	16708.1	12027.2	51.5411
3139.czi	27347.8	9732.5	36.3753
3139.czi	18992.4	12745.3	64.2209
3139.czi	13882.4	17177.6	52.7879
3139.czi	12227.4	11161.1	54.9899
3139.czi	12031.3	13008.4	84.2962
3139.czi	29961.3	11257.9	56.1013
3139.czi	9002.3	15401	49.2667
3139.czi	18855.2	15270.1	69.7392
3139.czi	9463.4	13753.2	49.4467
3139.czi	14543.4	13001.9	74.213
3139.czi	18279.2	14749.8	54.5759
3139.czi	6219.4	7947.1	75.3951
3139.czi	10741.2	15305.6	154.5351
3139.czi	8724.8	17933.2	57.9918
3139.czi	19857.4	11583.2	45.657
3139.czi	10757.1	15469.1	40.3682
3139.czi	25733.2	6300.8	61.8662
3139.czi	9596.1	16878.9	49.845
3139.czi	14970.7	12445.3	37.618
3139.czi	10645.2	14793	60.1432
3139.czi	11765	11864.4	46.7425
3139.czi	22718.2	7073.8	32.8903
3139.czi	10712.3	16868.5	78.2963
3139.czi	24932.9	5113.1	64.8639
3139.czi	19718.2	7117	36.6752
3139.czi	30258.9	8543	149.4488
3139.czi	19757.8	10068.6	59.9296
3139.czi	15655.4	11767.8	142.814
3139.czi	19574.1	11600.1	35.8121
3139.czi	19253.2	6025.1	89.5326
3139.czi	17033.1	15091.1	44.1005
3139.czi	16648.9	13891.5	52.5208
3139.czi	29986.7	6978	77.2101
3139.czi	10961.9	11296.4	45.5982
3139.czi	18520.6	14395.7	53.8152
3139.czi	9217.4	18767.3	46.1134
3139.czi	12296.7	18625.6	59.717
3139.czi	8389	10097	61.6025
3139.czi	17488.9	17011.3	100.0314
3139.czi	24186.5	16275.7	43.972
3139.czi	13979.9	17623.4	29.8425
3139.czi	10182.3	15571	48.3066
3139.czi	19455.6	11633.1	40.0091
3139.czi	14159.3	11275.9	33.8913
3139.czi	21868.6	9696.1	38.0147
3139.czi	12921.1	8589.1	35.5073
3139.czi	9399	19072.8	36.6089
3139.czi	18366.6	12241.2	44.9488
3139.czi	12496.2	5953.3	40.0402
3139.czi	16935.3	18602.9	39.3599
3139.czi	21342.8	10013.3	61.0829
3139.czi	17552.9	12631.5	44.6955
3139.czi	16234.3	17461.5	36.786
3139.czi	9620.5	16798	187.5959
3139.czi	15239.9	13709.7	63.6485
3139.czi	11613.2	19384.6	64.3366
3139.czi	22519.9	8051.6	38.4134
3139.czi	20093	18391.1	30.9039
3139.czi	20042.1	5978.2	35.2306
3139.czi	26433.9	6301.9	51.7472
3139.czi	15722	15960.5	37.171
3139.czi	17938.8	9873.5	64.519
3139.czi	17439.9	13696.9	51.9096
3139.czi	11815.7	12183.9	90.03
3139.czi	27087.3	6561.3	46.263
3139.czi	19277.2	11879	63.5164
3139.czi	18008.1	14235.2	74.9454
3139.czi	16583.2	9472.3	36.5506
3139.czi	10521	16834.2	45.1029
3139.czi	8690.4	16525.3	69.4474
3139.czi	26846.6	12175.2	31.827
3139.czi	23781	11183.7	165.6659
3139.czi	16948.7	10871.1	50.8837
3139.czi	26658	6755.7	59.7189
3139.czi	28506.2	11848.2	121.5851
3139.czi	22921.4	11238.2	62.6695
3139.czi	12067.1	12477.1	82.4735
3139.czi	8491.9	14467.8	38.3453
3139.czi	16158.7	12469.3	47.1138
3139.czi	16716.7	10273.4	57.3168
3139.czi	8326.3	20175.2	70.525
3139.czi	8681.3	8098.1	36.5769
3139.czi	11681.7	14582.5	98.5561
3139.czi	8036.1	16301.3	84.2273
3139.czi	8673	7090.4	30.9589
3139.czi	17079.6	8474.4	31.2365
3139.czi	16761.4	17178.7	61.8149
3139.czi	9889.8	12796.4	36.1882
3139.czi	11766.2	11652.4	53.6326
3139.czi	9415.9	13423.1	27.3852
3139.czi	20645.7	8875.1	54.4602
3139.czi	18847.1	11777.5	56.1938
3139.czi	10312.9	18251.1	191.9373
3139.czi	17564.8	19628.5	68.8956
3139.czi	9013.3	12463.5	57.7863
3139.czi	17032.8	8237.4	55.0974
3139.czi	13073.1	18864.8	32.6761
3139.czi	26883	11536.4	46.1022
3139.czi	29844.7	11336.6	44.8356
3139.czi	6241.3	16818.7	50.9156
3139.czi	26414.4	9516.3	28.345
3139.czi	15355.7	8958.7	31.3424
3139.czi	29932.1	12781.9	79.4105
