Image	Centroid X µm	Centroid Y µm	Area µm^2
3100.czi	12374.5	7501.3	66.7533
3100.czi	20895.9	3861.8	90.0262
3100.czi	13346.3	2378.3	43.4497
3100.czi	17346.3	11822.8	46.8698
3100.czi	13233.6	11660.1	65.9703
3100.czi	9689.1	7438.9	64.6037
3100.czi	21127.9	9567	99.4693
3100.czi	4816.1	10683.8	47.2025
3100.czi	13230.4	10694.9	75.3076
3100.czi	12735.1	3049.9	48.9254
3100.czi	15919.9	9622.4	41.8228
3100.czi	2911.4	7747	51.4085
3100.czi	12789.4	13365.2	45.4145
3100.czi	5690.3	11325.8	49.0338
3100.czi	9442.9	13411	77.0597
3100.czi	7189.2	10984.2	69.8503
3100.czi	11540.3	7993	38.2139
3100.czi	16330.6	9625.5	61.9911
3100.czi	11068	2772.4	47.6463
3100.czi	12210	11074.3	47.3604
3100.czi	22112	11784.1	34.6283
3100.czi	12081.2	8370.8	56.4278
3100.czi	13488.2	7799.1	29.0636
3100.czi	10333.7	14439.5	61.8017
3100.czi	8155	13334.8	50.6788
3100.czi	11981.3	9907.4	73.3794
3100.czi	11029.5	13270.9	45.6705
3100.czi	13495.5	8371.9	42.7897
3100.czi	13350.9	11907.7	63.1181
3100.czi	14428.4	12703.5	61.0038
3100.czi	3536.2	6356.2	55.1967
3100.czi	11325	7504.4	38.9719
3100.czi	10981.8	5404.2	30.3537
3100.czi	12304.1	9301	48.447
3100.czi	10998.2	9667.9	44.8782
3100.czi	14923	10033.5	44.4699
3100.czi	12072	9006.3	39.1204
3100.czi	13630.7	12175.5	66.4538
3100.czi	9759.8	9257.2	39.7983
3100.czi	22330.5	3975.9	50.9198
3100.czi	13684.4	12834.3	38.1014
3100.czi	13391.5	12130.9	67.2509
3100.czi	2137	3355.2	35.5885
3100.czi	13217.9	9568.9	31.5832
3100.czi	6554.8	9427.9	46.9761
3100.czi	11124.6	13300.9	57.4194
3100.czi	2124.3	5427.7	50.9816
3100.czi	13290.2	12755.2	37.5774
3100.czi	6675.9	9955.5	45.1158
3100.czi	12364.1	9187	45.8026
3100.czi	3449.4	3676.5	44.0301
3100.czi	13085.3	10614.5	34.8542
3100.czi	14166	10830.6	39.785
3100.czi	12822.9	9795.4	54.4742
3100.czi	12708.6	11386.3	72.3988
3100.czi	20898.9	2280.9	42.1301
3100.czi	13608.1	10524.8	91.8013
3100.czi	11354.6	9060.2	39.899
3100.czi	11760.3	9494.2	43.2704
3100.czi	15811.9	11814.7	79.822
3100.czi	20982.9	8484.2	48.5145
3100.czi	16611.7	12705.7	102.4313
3100.czi	5831.2	11739.5	40.91
3100.czi	12071.8	9061.9	45.343
3100.czi	14485.9	4516.9	37.6919
3100.czi	7074.8	10795.2	68.2042
3100.czi	4716.2	12542.3	33.047
3100.czi	19513.9	13732.4	47.5073
3100.czi	19440.1	14897.5	46.4122
3100.czi	13351.9	11922.3	58.3004
3100.czi	20280.3	12384.8	50.2292
3100.czi	14067.4	14992.1	63.5311
3100.czi	10927.1	8451.4	49.5694
3100.czi	9037.3	10096.1	56.4321
3100.czi	13259.4	11781.5	71.0454
3100.czi	13537.1	5250.1	59.025
3100.czi	9937.6	12168.3	40.5029
3100.czi	9816.4	7500.1	88.8037
3100.czi	13249.6	12659.9	63.4104
3100.czi	8867.7	15020.4	43.5474
3100.czi	10568.4	7820.7	76.3
3100.czi	8708.7	7670	54.2076
3100.czi	8181.1	10261.5	96.5679
3100.czi	12143.1	8775	40.9151
3100.czi	13884.5	12329.3	67.4346
3100.czi	21963	1887.8	74.9802
3100.czi	3491.2	10417	68.3289
3100.czi	21079.2	11740.3	77.3693
3100.czi	15461.3	11353.5	46.2685
3100.czi	6403	10849.4	55.9421
3100.czi	21805	16391.6	38.9553
3100.czi	21000.3	12203.7	47.7366
3100.czi	14763.4	10204	52.7695
3100.czi	7482.8	12166.3	63.4466
3100.czi	14464.6	6612.3	90.7052
3100.czi	14443.2	8566.2	42.8226
3100.czi	11458.1	9407.3	39.1039
3100.czi	2922.9	9000.3	39.2219
3100.czi	22279.2	12479.9	46.7273
3100.czi	11671.4	8790.9	73.0688
3100.czi	12308.6	12358	76.4129
3100.czi	13689	12582.3	58.0435
3100.czi	5055.9	10781.7	93.5672
3100.czi	15310.5	4696.4	41.0174
3100.czi	13815.3	11666.8	81.8244
3100.czi	9032.2	9247.7	49.8119
3100.czi	13029.5	9320.2	41.2459
3100.czi	10844.1	8186.1	33.1734
3100.czi	13179.3	12016.8	101.8127
3100.czi	2101.6	15570.5	37.6289
3100.czi	12956.5	10481.4	50.3791
3100.czi	6981.7	3251.9	58.4136
3100.czi	13309	9339.3	43.128
3100.czi	14060.9	11604.8	52.7366
3100.czi	17275.1	12870.5	43.099
3100.czi	11852.1	14519.4	41.4442
3100.czi	3228.8	9509	51.5125
3100.czi	2783	2624.3	64.8566
3100.czi	5556.4	8414.6	69.5522
3100.czi	10805.1	6880.8	61.7612
3100.czi	12205.3	8898.7	32.1733
3100.czi	8412.1	8947.5	48.638
3100.czi	12549.3	3943.5	80.4182
3100.czi	12262	5154	42.1838
3100.czi	11091.1	8410.9	39.563
3100.czi	12118.9	10937.7	45.5538
3100.czi	14495.4	4668.8	43.4583
3100.czi	9995.9	14477.2	45.5706
3100.czi	14236.1	12155.9	50.1021
3100.czi	11799.3	6942.4	36.057
3100.czi	13287.5	2496.9	38.754
3100.czi	17398.2	11578.5	35.7438
3100.czi	11343.4	12874	71.6796
3100.czi	15924.9	11049	44.6491
3100.czi	12929.6	12521.8	86.1358
3100.czi	20643	11425	83.4888
3100.czi	13904.8	7097.6	65.3618
3100.czi	11355.4	9573.8	42.1509
3100.czi	18652.5	2815.9	48.653
3100.czi	12760.2	15856	30.8642
3100.czi	10263.4	7032.2	75.673
3100.czi	9666.6	10013.7	41.4442
3100.czi	20919.6	11195.1	38.8302
3100.czi	20417.8	2360.5	55.3287
3100.czi	12216.1	9751.1	57.3772
3100.czi	9023.8	6998.4	67.0901
3100.czi	11371.3	12588.4	41.1606
3100.czi	20285.6	11087.9	80.6826
3100.czi	3169.5	7734.3	53.0432
3100.czi	11326.8	9617.1	37.7572
3100.czi	10681.8	14778	30.7441
3100.czi	8530	8025.7	36.3208
3100.czi	18448.3	10795.8	75.4027
3100.czi	21027.1	7818.4	64.952
3100.czi	20142.6	10841	38.5172
3100.czi	6175.7	10069.4	54.8426
3100.czi	12644.3	6081.1	28.1418
3100.czi	14316	5384.2	32.4385
3100.czi	11461.3	11594.6	88.4079
3100.czi	20487.4	14682	39.8886
3100.czi	14896.5	10840.1	49.1175
3100.czi	4315.9	12069.7	82.9272
3100.czi	8756.3	13500.6	107.3348
3100.czi	10553.5	12277.5	64.0168
3100.czi	13113.7	10614.9	36.4068
3100.czi	11554.3	9068.8	42.8539
3100.czi	8615.1	14060	55.0528
3100.czi	13319.8	13606.9	44.2093
3100.czi	12017.7	9666.1	56.6044
3100.czi	8029.9	9435.1	40.3315
3100.czi	20583.2	5486.3	26.8756
3100.czi	10616.4	6803.9	57.4867
3100.czi	13495.8	12033.5	61.5879
3100.czi	8198.3	11797.3	42.0511
3100.czi	22227.2	10899.1	43.2396
3100.czi	19068.7	7421	50.1102
3100.czi	17817.1	11885.2	37.1336
3100.czi	11182.2	15176.8	57.551
3100.czi	13055.9	15354.1	54.4225
3100.czi	7573.3	13717.7	44.6824
3100.czi	13571.1	12194.7	65.022
3100.czi	2446.1	5111.1	86.2492
3100.czi	11161.3	13553.3	71.9856
3100.czi	13175.5	3712.8	84.2033
3100.czi	17948.9	10425.6	80.4425
3100.czi	16557.5	16324	45.3439
3100.czi	13386.4	10863.2	70.9722
3100.czi	13623.3	10468.7	97.3688
3100.czi	12831.6	6511.5	67.503
3100.czi	7942.9	11451.9	125.761
3100.czi	21046.2	13534.8	40.4214
3100.czi	21389.4	12958.2	78.655
3100.czi	9343.5	13271.4	64.7326
3100.czi	12532.7	12925.2	44.4227
3100.czi	15946.6	8838.8	50.2976
3100.czi	8290.3	14407.6	63.1464
3100.czi	13874.9	10094.8	45.849
3100.czi	15306.2	16348.6	47.1852
3100.czi	12688.3	2933	109.9181
3100.czi	18474.1	11689.8	39.48
3100.czi	7925.2	10770.6	47.3493
3100.czi	11370.9	8926.8	51.688
3100.czi	20403.7	9526.5	41.4969
3100.czi	12812.6	7522.9	51.5513
3100.czi	13444.6	11823.2	35.0726
3100.czi	14489.5	5868.2	37.4203
3100.czi	5653.2	13508.2	39.8401
3100.czi	13846.4	4354.9	34.8994
3100.czi	14431.6	8574.2	78.914
3100.czi	12452.9	10321.2	111.5578
3100.czi	12195.8	5124.1	39.8498
3100.czi	13334	11916.8	56.36
3100.czi	12696.3	3557.5	45.8533
3100.czi	13243.4	10942.2	61.9394
3100.czi	11866.6	10735.8	43.803
3100.czi	3308.7	10001.7	55.4373
3100.czi	16183.3	9660.7	44.8058
3100.czi	12281	1718.2	40.1504
3100.czi	11496.1	13205.9	87.5622
3100.czi	12658.4	4360.1	31.764
3100.czi	10269.3	10008.1	89.4993
3100.czi	16779.9	10581	48.1725
3100.czi	13336.7	4484.2	58.4582
3100.czi	22093.1	10681	82.3383
3100.czi	2664.1	6943	32.9481
3100.czi	18614.6	9120.4	63.3783
3100.czi	19862.8	10602.1	47.0885
3100.czi	12349	6087.1	40.7659
3100.czi	12096.2	10879.8	42.384
3100.czi	16917.4	10672.1	61.289
3100.czi	20497.7	14348.8	46.7789
3100.czi	11052	8173.3	36.517
3100.czi	12030.8	6124.2	86.1966
3100.czi	21653.4	10748.5	64.1103
3100.czi	12132.8	10633.4	51.5806
3100.czi	11209.3	6548.4	36.4463
3100.czi	4147.9	13264	60.3359
3100.czi	11931.5	9569.7	50.5331
3100.czi	13478.5	2400.3	52.1414
3100.czi	10505	14286.3	43.5472
3100.czi	14881.4	11983.6	72.8625
3100.czi	20748	7947.8	31.9406
3100.czi	6190.2	8792.1	33.267
3100.czi	12194.6	10953.5	40.9546
3100.czi	10782.2	9026.7	56.0692
3100.czi	16803.3	10622.1	47.1373
3100.czi	20656	6996	43.585
3100.czi	9718	8451.5	52.9141
3100.czi	6408.9	12087.6	48.4216
3100.czi	20495.5	14008.3	64.8744
3100.czi	12316	14532.2	34.2861
3100.czi	11034	8314.2	40.8886
3100.czi	18838.2	2803.5	55.5561
3100.czi	13477.3	7780.2	39.7556
3100.czi	19514.2	14650.9	34.8153
3100.czi	13559.1	12459.1	38.7085
3100.czi	6526	11321	51.6072
3100.czi	16496.4	5519	33.885
3100.czi	12955.2	12095	48.9953
3100.czi	13559.3	9988.9	57.8253
3100.czi	13491.1	12551.6	38.2561
3100.czi	12306.2	12713	42.6734
3100.czi	13749	12154.1	50.8214
3100.czi	9423.2	15841.8	50.9183
3100.czi	7398	2681.8	83.8633
3100.czi	20062.7	14536.4	37.5355
3100.czi	5194.9	12036.3	54.4916
3100.czi	11356.3	5876.9	57.059
3100.czi	8502.4	9894.9	52.5003
3100.czi	18530.7	14924.3	37.3157
3100.czi	12260.5	11800.1	72.9546
3100.czi	12258.2	9014.4	56.5155
3100.czi	11071	8221.2	31.8742
3100.czi	6629	1945.9	38.5697
3100.czi	5038.8	7381.5	34.3555
3100.czi	15878.1	11707.4	75.857
3100.czi	13744.8	12529.2	54.1881
3100.czi	14577.5	4582	33.2399
3100.czi	11388	8045.1	40.6243
3100.czi	11365	8539.6	49.1111
3100.czi	18695.2	2882.8	39.5024
3100.czi	15947	9592.4	84.479
3100.czi	11361.3	12351.6	49.3398
3100.czi	7942.7	1783.1	46.223
3100.czi	11971.3	4515.3	37.3018
3100.czi	10722.7	8513.2	41.6452
3100.czi	2057.3	2555.1	143.7295
3100.czi	3176.7	11635.2	65.838
3100.czi	17492.4	13055.5	62.114
3100.czi	11935.5	10783	61.392
3100.czi	16947	12780.6	41.2025
3100.czi	20904.7	1703.9	50.3651
3100.czi	12912.3	6931	43.6409
3100.czi	11962.7	10619.5	48.1496
3100.czi	11017.6	9683.1	39.0597
3100.czi	11237.9	9125.3	35.2211
3100.czi	12683.4	12294	88.8316
3100.czi	12782.5	13363.6	43.8095
3100.czi	6496.8	9379.3	69.5734
3100.czi	10355.9	14727.2	34.6284
3100.czi	9141.2	7706	29.2911
3100.czi	4324.7	7668.5	45.293
3100.czi	11219.3	8595.9	38.1042
3100.czi	10885.6	8167.3	35.5402
3100.czi	11256.6	8047.8	75.8042
3100.czi	11679.2	6021.7	35.879
3100.czi	12032	13628.2	33.3069
3100.czi	8000	13554.6	48.876
3100.czi	17590.2	11783	37.3764
3100.czi	10066.6	6608.4	45.8377
3100.czi	21486.2	3595.7	46.3145
3100.czi	5715.6	15769.2	99.8112
3100.czi	12167	12135.7	87.6859
3100.czi	12672.3	8590.1	33.6822
3100.czi	15755.3	9740	33.0972
3100.czi	20914.4	16393.8	101.0225
3100.czi	10089.9	6770.1	29.2331
3100.czi	11747.3	6531.2	55.7509
3100.czi	12393.4	7337.2	34.6329
3100.czi	8496.1	7926	29.424
3100.czi	2254.5	15425.7	403.4463
3100.czi	19508.2	9771.9	37.5196
3100.czi	7535.8	7944.7	49.7213
3100.czi	18341	5751	171.7072
3100.czi	11296.2	11073	31.8951
3100.czi	23504.1	13167.8	61.512
3100.czi	13496.6	10626.3	37.4275
3100.czi	11237.1	11719.3	53.3671
3100.czi	11504	6970.2	47.39
3100.czi	9005.7	9239.8	51.6637
3100.czi	11007.1	3490.5	41.7668
3100.czi	9290.2	8681.9	44.3571
3100.czi	11383	7862.9	38.7511
3100.czi	14385.5	11014	42.9774
3100.czi	8261.8	14108.1	52.9235
3100.czi	9474	9840.6	148.2751
3100.czi	9128.2	10650.1	35.4327
3100.czi	15411.2	10760.2	47.5333
3100.czi	11505.2	9167.1	43.029
3100.czi	12388	11073.4	50.0895
3100.czi	23044.3	13868.5	31.0813
3100.czi	12175.9	9135.4	36.6513
3100.czi	12886.3	10597	32.3953
3100.czi	20832.5	11095.2	46.18
3100.czi	11017.8	8172.7	51.2738
3100.czi	16247.8	6263.2	49.5982
3100.czi	17949.4	15441.4	31.7117
3100.czi	19237.4	10281.4	43.3556
3100.czi	14524.4	4543.6	34.809
3100.czi	9875	13087.9	61.8842
3100.czi	11086.1	6014.6	39.025
3100.czi	16258.3	11072.4	40.7728
3100.czi	16816.2	11703.4	74.7216
3100.czi	14429.9	10237.8	98.4487
3100.czi	12851.2	9988.1	45.1663
3100.czi	12588.3	9942.4	32.6631
3100.czi	16822.5	12341.9	49.2938
3100.czi	14132.1	11180.9	121.5038
3100.czi	9897.1	6165.9	34.2008
3100.czi	5643.2	11728.9	88.5741
3100.czi	6522.1	7885.1	32.2631
3100.czi	8667.3	10114.2	43.4457
3100.czi	17349.8	3886.4	107.4619
3100.czi	8415	1676.1	39.5925
3100.czi	9989.6	8499	64.4055
3100.czi	20504	11195.5	74.8856
3100.czi	11798.4	13759	41.1658
3100.czi	5967.5	11628.9	47.4348
3100.czi	16346.3	11758.6	33.5815
3100.czi	12395.1	13288.6	41.5906
3100.czi	5390.1	12386.5	83.6056
3100.czi	21147.2	9861.5	30.0071
3100.czi	16001.8	15486.3	31.3555
3100.czi	11126.2	13156.9	65.138
3100.czi	17613.3	8491.2	43.1123
3100.czi	7630.6	13202.9	73.0248
3100.czi	22212.3	1736.2	42.1276
3100.czi	2989.1	7082	57.8964
3100.czi	8276.8	8047.6	88.4643
3100.czi	9022.3	9702.1	53.6001
3100.czi	21821.3	1642.6	58.4708
3100.czi	8802.5	13847.7	56.4893
3100.czi	13009.9	10076.3	35.3497
3100.czi	10113.4	8393.5	34.2052
3100.czi	13295.8	11049.7	48.3651
3100.czi	9119.8	12198.7	30.8603
3100.czi	12067.1	8931	38.9209
3100.czi	12839.2	10167.3	43.6138
3100.czi	17567.1	16445.2	29.2475
3100.czi	13484.4	12182.5	55.8662
3100.czi	20400.6	1846	358.4356
3100.czi	11344.2	8015.4	48.228
3100.czi	13437.8	11865.9	90.1545
3100.czi	11948.4	5787.1	29.6391
3100.czi	5611.5	9615	30.7492
3100.czi	15866	11326.7	37.4479
3100.czi	22856	14862.1	36.2462
3100.czi	9474	6873.5	33.2882
3100.czi	13513.8	5262.1	80.9357
3100.czi	6417.1	13898.1	54.2838
3100.czi	10921	7624.1	37.5985
3100.czi	10526	12264.8	41.7661
3100.czi	9108.5	12138.1	156.2846
3100.czi	4820.2	5895.8	34.4149
3100.czi	14710	12136.2	39.4553
3100.czi	9862.9	8041.3	44.6802
3100.czi	15433	10881.6	70.041
3100.czi	11662.1	12868	57.5672
3100.czi	11107.3	9205.5	46.4381
3100.czi	12442.2	15796.1	27.4161
3100.czi	9354.4	14095.6	33.6338
3100.czi	8931	14090	36.47
3100.czi	7730.8	7804.2	39.0801
3100.czi	21891.5	10623.5	66.83
3100.czi	13979.1	7680.9	76.2122
3100.czi	10238.7	5763.1	54.1192
3100.czi	13910.8	15568.5	47.6522
3100.czi	8491.4	7546.2	67.1587
3100.czi	11968.5	13295.3	82.3565
3100.czi	11562.3	7467.6	39.2253
3100.czi	11325.9	11281.4	40.8301
3100.czi	11338.9	2870.9	51.3077
3100.czi	13258.7	10586.7	51.8686
3100.czi	9753.6	6885.3	64.8942
3100.czi	13419.3	9757.9	37.0833
3100.czi	20598.9	10611.5	63.2873
3100.czi	11513.3	8448.7	55.6818
3100.czi	12251	12267.9	36.3234
3100.czi	21882.9	16092.9	39.7535
3100.czi	7139.1	9584.3	59.2849
3100.czi	13771.7	13817.6	42.6172
3100.czi	15812	3794.9	42.2136
3100.czi	10700.7	7873.3	33.9503
3100.czi	2709.1	2667.6	45.5038
3100.czi	18313.4	14073.8	29.217
3100.czi	11576.7	9086	61.842
3100.czi	12171	9366.8	75.139
3100.czi	10413.2	8059.9	73.4492
3100.czi	13378.4	11938.3	56.6446
3100.czi	11853.3	10171.2	42.6913
3100.czi	13398.8	11031.7	99.9263
3100.czi	11575.5	11426	61.1467
3100.czi	14126.8	11586.8	42.1293
3100.czi	13243.7	11661.7	58.4367
3100.czi	5895	9933.5	59.2372
3100.czi	13653.6	13058.6	74.912
3100.czi	16953.8	12736.8	44.3811
3100.czi	6326.2	8034.7	32.9802
3100.czi	12440.5	10775.7	43.4178
3100.czi	14645.6	11168.1	60.7263
3100.czi	14762.4	6192.7	35.0063
3100.czi	8895.2	11564.8	71.1402
3100.czi	6151	8843.7	36.0375
3100.czi	12364.9	12255.3	40.5882
3100.czi	12966.2	10724.7	36.8794
3100.czi	13004	10772.5	59.8868
3100.czi	12676.1	2868.5	60.3113
3100.czi	6519.5	14582.5	44.699
3100.czi	11315.1	6829.1	36.8394
3100.czi	9718.6	5600.4	38.2841
3100.czi	2519.3	13913.6	63.6285
3100.czi	2855.8	5064.7	63.938
3100.czi	14542.3	13472.1	38.3061
3100.czi	11265.1	13371.6	48.8198
3100.czi	14535.2	5774.9	60.329
3100.czi	18741.2	15076.1	61.0433
3100.czi	20748	10245.4	40.0383
3100.czi	10065.1	4450.5	39.1184
3100.czi	13182.2	10620.5	33.1707
3100.czi	6313.3	10839.3	92.5615
3100.czi	20491.2	15997.5	64.8566
3100.czi	9249.7	8051.3	43.8961
3100.czi	15743.5	11627.5	58.516
3100.czi	16874.3	15961.3	66.1056
3100.czi	13649.4	10404	70.6608
3100.czi	18302.4	14303.1	34.2342
3100.czi	17177.8	11936.8	47.4663
3100.czi	13818.6	11090.6	53.6658
3100.czi	7520.2	10662	35.423
3100.czi	9583	12367.6	39.8297
3100.czi	21797.5	8991.4	36.2039
3100.czi	12135.3	11000.6	41.3017
3100.czi	15063.3	14725.7	27.8471
3100.czi	11723.3	7136.7	36.0964
3100.czi	4589.1	16317.3	69.9427
3100.czi	11193.8	9052	52.7208
3100.czi	13351.6	10015.9	84.6018
3100.czi	8101.7	11992.2	40.5756
3100.czi	10891.9	9958.4	36.3183
3100.czi	22976.5	11957.4	31.4435
3100.czi	15186.4	9122.4	145.3386
3100.czi	13219.9	10626.7	34.7328
3100.czi	10876.2	8146.3	67.9232
3100.czi	12107	10245.1	36.086
3100.czi	10905.1	7631.6	59.9975
3100.czi	17685.4	10854.5	56.6485
3100.czi	20943.6	14957.5	76.9008
3100.czi	20155.6	4726.8	112.1081
3100.czi	13679	12077	38.6746
3100.czi	14755.5	10609.8	36.4468
3100.czi	11393.7	2766.2	55.6524
3100.czi	11719.2	7912.1	41.9051
3100.czi	13205	11931.7	54.7295
3100.czi	15648.9	9646.4	90.0496
3100.czi	14721	11096.5	42.4285
3100.czi	2511	2266.2	69.0835
3100.czi	21758.8	9810.8	48.6225
3100.czi	7952.8	8101.5	38.2184
3100.czi	15966.4	12885.4	71.0158
3100.czi	11154	7593.8	37.6135
3100.czi	11606.5	7621.6	87.5044
3100.czi	5948.8	8478.9	70.1784
3100.czi	7490.2	14164.7	40.7181
3100.czi	5156.3	9074.1	39.1011
3100.czi	9702.6	12851.9	68.61
3100.czi	15919	10395.3	35.1176
3100.czi	20947.6	9454.3	43.3503
3100.czi	10556.2	13993	58.1436
3100.czi	8820.8	9431.4	42.9708
3100.czi	15806.5	12631.8	99.9117
3100.czi	10990.6	9649.7	49.3321
3100.czi	7872.7	9573.1	47.3818
3100.czi	14399.8	10279.2	39.4925
3100.czi	11227.9	8512	43.3147
3100.czi	21989.7	1757.7	77.0585
3100.czi	12079.1	9504.5	38.8173
3100.czi	8661.2	9110.6	40.7081
3100.czi	10600.3	8410.6	45.113
3100.czi	3440.4	10512.1	58.0437
3100.czi	13842.4	10413.9	99.8999
3100.czi	7908.7	11157.7	96.1939
3100.czi	11274	8261.2	32.8501
3100.czi	11234.2	6806.6	58.4264
3100.czi	19112.2	10464.1	54.9419
3100.czi	14639.4	8856.3	48.1945
3100.czi	13073.8	14408.3	37.3663
3100.czi	20359.4	15668.4	44.6341
3100.czi	3360.9	7673.1	69.8258
3100.czi	14033	15125.8	33.2461
3100.czi	13095.5	13406.9	61.4052
3100.czi	4465.1	12024.8	71.1295
3100.czi	19185.3	2766.1	40.3608
3100.czi	13229.2	11737.6	53.5235
3100.czi	16512.2	7068.9	57.0099
3100.czi	20112.7	11639.2	83.3116
3100.czi	12279.7	3199.6	40.9073
3100.czi	3005	10990.4	39.1456
3100.czi	14292	8522.2	39.5469
3100.czi	13339.5	12621.2	74.3743
3100.czi	13004.3	7983	63.4469
3100.czi	20607.4	14092.1	59.4915
3100.czi	4306.1	11384.9	56.7553
3100.czi	8902.7	10543.9	42.218
3100.czi	20783.4	3577	65.0522
3100.czi	11430.1	13118.8	69.6376
